sno,context,charA,charB,relation,movie_name,GenderA,GenderB,GenderNeutral,RaceA,RaceB,Remarks
574," Electra: Where did you learn it?
Rath: Taiwan.
Electra: Not that I would know, but you look like you're really good at it.
Rath: Thank you.
Electra: I've always wanted to learn something like that.
Rath: You should.  It's very important, that the body release the energy that builds in it.
Rath: I'm going to shower.  If you're hungry, go ahead and order some dinner. ",Electra,Rath,Friends,Assassins,Female,Male,1,White,White,
575," Rath: Okay --
Electra: Two way?
Rath: Transmits and receives.
Electra: Cheap as shit.
Rath: I paid a lot for these.
Electra: They saw you coming a mile away.  If I had known we'd be using --
Rath: It's too late now.  Okay?  We'll have to deal with these.
Electra: Fine.
Rath: This is the bank.  This is the hotel.  In the morning I will enter the bank.
Electra: Check.
Rath: He will be hidden somewhere out here, probably somewhere low, in the crowd.  He'll stay there until he sees me enter the bank.
Electra: But he won't shoot you right then?
Rath: No.  It would be amateur.  A risk.
Rath: You'll be here.  A restaurant.  A public place far enough away that he won't notice you, but with a good enough view you'll be able to see him when he moves inside.
Electra: Okay.  Then what?
Rath: Then, we wait.
Electra: Aiiee.  More waiting?  I don't know if I like this plan.
Rath: It will take the entire day, but he will begin to doubt himself.  He will begin to believe that he missed me, that somehow I slipped by and am already on a plane to Europe.
Rath: The sun will be low, almost dark, the air cool and the bank will almost be closed.  5:45.  5:50.  He will put the rifle down, he will get up and he will walk across the plaza to the bank.
Electra: Why won't he wait until the bank closes?
Rath: He won't be able to.  He'll have to go inside.  He'll have to see with his own eyes, whether or not I am there.  If the bank closes, he won't know for sure.  He'll come.  I'm sure.  And when he does you'll go into the hotel, go upstairs and take the gun.
Electra: What?  What if he brings it with him?
Rath: He can't.  The bank has an expensive security system; metal detectors and X-ray machines.
Electra: That means you won't have a gun.
Rath: That's right.
Electra: And with the mikes, I'll tell you when he leaves the hotel and you'll tell me when he leaves the bank.
Rath: If things go well, I don't have to.
Electra: You'll have the money.  How do I know that you won't --
Rath: I'll be walking out of the bank, unarmed.  You'll have the gun and I'll drive the car.
Electra: We split the money?
Rath: Five million apiece.  You get on your plane, I get on mine.
Electra: Sounds pretty well figured out.
Rath: I've been thinking about it for a long time.
Electra: Except --
Rath: What?
Electra: Except, if he doesn't come out of the hotel.
Rath: I told you, he will.
Electra: You can't know for sure, how can you?  I mean, you're not him.
Rath: I was.
Rath: Ten years ago, I sat there in that same hotel window, sweat pouring off of me waiting --
Electra: For Nicholai?
Rath: Yes.
Electra: You killed him here?  In this city, outside that bank?
Electra: What is it?  I don't like this at all.  What is going on here?
Rath: I don't know.  It just happened.  I was here ten years ago, I'm here now.  That's it.
Electra: I don't believe that.
Rath: It wasn't planned or premeditated.
Electra: Ten years ago.
Rath: Yes.
Electra: What happened?
Rath: I waited until I was insane and then I walked into the bank.  He was sitting there, very calm, waiting for me.
Electra: What did he want?
Rath: He wanted what I want now; to get out of the business.  To disappear to some empty Greek island.
Rath: What did he say?
Rath: He said I couldn't win.  That no one wins at this game.
Electra: Was that it?
Rath: Then he offered me one million dollars to walk away, to quit the business.
Electra: You didn't take it.
Rath: No.  I went back to the hotel.  And waited.
Electra: Ten years later, here you are again.
Rath: Yes.  Here I am again. ",Electra,Rath,Friends,Assassins,Female,Male,1,White,White,
576," Electra: Do you have ulcers?
Rath: No.
Electra: I think I got one today.
Rath: Five million dollars will buy a lot of Rolaids.
Electra: What do you suppose he's doing now?
Rath: Why did you trade a bishop for a knight?
Electra: I hate bishops.  They're useless.  I like knights.
Rath: They're worth less points.
Electra: So?
Electra: Do you hear them?
Electra: Listen.
Electra: Did you think they were newlyweds?
Rath: I didn't notice them.
Electra: When I first saw them I thought they were married.
Rath: How do you know they're not?
Electra: I went into their room this afternoon.
Rath: What?
Electra: It was no big deal.  I saw them leave, I went in.
Rath: Jesus, if someone had --
Electra: Nobody ever sees me.
Rath: Why in the hell would you take that chance?
Electra: I heard them last night and it made me want to know something about them.  I wanted to, so I did.
Electra: She is married, but not to him.
Rath: Thank you.
Electra: Isn't it interesting though?  I mean, look at us, in this room.  Or yesterday, when we were walking in the plaza market.  I mean, we look like just another couple.  But what are we?  Doesn't it seem so crazy?
Rath: No.
Electra: No?
Rath: It's always been that way.  The world has always functioned on two levels.
Electra: I know.  It makes me crazy.
Rath: Why?
Electra: I don't know.  When I was in college, I was forced to go to a psychiatrist because I was caught drilling holes in my dorm room floor.
Rath: And you were drilling these holes...?
Electra: So I could watch the girl that lived under me.
Rath: Apparently this doctor was unable to cure you.
Electra: He told me that my curiosity became unnaturally entangled with my sense of self-preservation.
Rath: Did he explain how this happened?
Electra: He believed it all went back to one night, when as a little girl.  I watched my parents have this big fight, really big.  I thought my mother was going to kill my father.
Rath: What are you doing?
Electra: What?
Rath: That's a ridiculous move.
Electra: Why?
Rath: Because, I'll take it.
Electra: I'm playing white, remember.  You can't tell me which pieces to move.
Electra: Can I ask you something?
Rath: I'm sure you will.
Electra: Am I attractive?
Rath: Yes.
Electra: Are you attracted to me?
Rath: Yes.
Electra: Why?
Rath: Why?  I don't know.
Electra: Is it a physical thing, or a mental thing?
Rath: Both.
Electra: Is that why you didn't want to talk about women before?
Rath: I didn't want to complicate the situation.
Electra: Attraction is a complication?
Rath: It can be.
Electra: It happened to you before?
Rath: Yes.
Electra: Who was she?
Rath: Someone like me, like you.  A pro.
Electra: What happened to her?
Rath: She was taken.
Electra: Did you --
Rath: No.  I tried to stop it.  I couldn't.
Electra: Was she the only one?
Rath: After her, I realized that to survive I had to live without...
Electra: Is this becoming complicated?
Rath: I'm not sure that I care anymore.
Electra: Were you attracted to me right away?
Rath: No.
Electra: When did it start?
Rath: Honestly?
Electra: Uh-huh.
Rath: When I gave you my gun and you almost shot me.
Electra: Maybe you should see a psychiatrist.
Rath: Why?
Electra: That doesn't sound normal.
Rath: I'm not normal.
Electra: I know.  That's why I'm attracted to you.  I mean, you make me nervous. ",Electra,Rath,Friends,Assassins,Female,Male,1,White,White,
577," Electra: My real name is Anna.
Rath: Martin.
Electra: Martin.
Electra: Nice to meet you, Martin. ",Electra,Rath,Friends,Assassins,Female,Male,1,White,White,gender associated names might reveal
578," Electra: He's coming.
Rath: Four minutes.
Electra: What?
Rath: I waited another four minutes.
Electra: Shit.
Rath: Wait until he is on the stairs.
Electra: Right.
Rath: I'm taking off my mike.
Electra: Okay.
Rath: Electra --
Electra: What?
Rath: Last night -- ",Electra,Rath,Friends,Assassins,Female,Male,1,White,White,
579," Easy: Hey, you goin' home, Odell?
Coretta: He used to play till the cock crowed. But that ole cock don't crow nearly so much now...
Easy: Think I'm gonna head out.
Coretta: You be sorry if you go.
Easy: I think I'd be more sorry if I stay...
Coretta: Daphne sleep by now. You can't get none of that tonight.
Coretta: You been telling everybody Dahlia, but her name is Daphne.
Easy: You know her? ",Coretta,Easy,Lovers,Devil in a Blue Dress,Female,Male,1,Black,Black,
580," Coretta: Throwed him outta his place, 'cause he couldn't pay the rent. I shouldn't even let him sleep here.
Easy: Damn...
Easy: I need a cigarette.
Coretta: That all you need?
Easy: Coretta, sun catch me tip-toein' out your door and no tellin' what your neighbors say... ",Coretta,Easy,Lovers,Devil in a Blue Dress,Female,Male,1,Black,Black,
581," Coretta: Dupree run through his money, fall asleep on me. And you just gonna walk out on me like I was dog food...
Easy: You got a man in the other room...
Coretta: Why you keep askin' 'bout her?
Easy: What if he hears somethin'?
Coretta: Way he snorin'? ",Coretta,Easy,Lovers,Devil in a Blue Dress,Female,Male,1,Black,Black,
582," Easy: What things?
Coretta: You know, Dupree's right there in the next room.
Easy: Forget about him! You got me goin', Coretta!
Coretta: But it ain't right, Easy. Here I am doin' this right in the next room and all you doin' is nosin' after my friend Daphne...
Easy: Daphne?
Coretta: What job?
Easy: Man wants me to find her.
Coretta: What man?
Easy: Who cares, what man?   I don't want nobody but you...
Coretta: But Daphne's my friend-- ",Coretta,Easy,Lovers,Devil in a Blue Dress,Female,Male,1,Black,Black,gender associated names might reveal
583," Mouse: Well, what's happenin'?
Mouse: I'll blow your goddamned nose off...
Easy: No, don't!
Easy: Look, if you don't know where she is, maybe we can help each other find her. ",Easy,Mouse,Friends,Devil in a Blue Dress,Male,Male,1,Black,Black,
584," Mouse: Nigga, you heard him.
Easy: No, Mouse.    Don't kill him.
Mouse: Huh?... He's busy right now, you gonna have to call back.
Easy: Frank, a rich man she knows is willing to pay a thousand dollars just to talk to her. A thousand bucks, man.
Mouse: Easy, lemme try.
Mouse: You better... ",Easy,Mouse,Friends,Devil in a Blue Dress,Male,Male,0,Black,Black,man
585," Easy: Let him go!
Mouse: Get out of my way!
Easy: Let him be!
Mouse: Damn you, Easy. Don't you never grab me when I got a gun in my hand!
Mouse: Look at the blood you done got on my coat. Why you wanna go and do that?
Mouse: Now we got to find that girl so we can get that money.
Easy: No, we don't, Mouse. I don't need your kinda help or I would've called you.
Mouse: You standing there with a knot on your head the size of a twelve- ",Easy,Mouse,Friends,Devil in a Blue Dress,Male,Male,1,Black,Black,
586," Easy: I'll tell you on the way.   You got the keys?
Mouse: Yeah.
Easy: Before we run out to Compton we got one other place to stop by...
Easy: Man, don't you mess with my trees while I'm gone.
Easy: You heard me.   Leave my trees alone.
Easy: I mean it now. Don't you mess with my trees!! ",Easy,Mouse,Friends,Devil in a Blue Dress,Male,Male,0,Black,Black,man
587," Mouse: That Dupree is a good man, but he sure can't hold his liquor.
Easy: You got your sails up pretty far too, Raymond.
Mouse: You callin' me drunk?
Easy: Well, you been puttin' it away along with him and--
Mouse: If I was drunk could I do this? ",Easy,Mouse,Friends,Devil in a Blue Dress,Male,Male,1,Black,Black,gender associated names may reveal the gender
588," Mouse: Go for your gun. Let's see who gets kilt.
Easy: I don't have a gun, Raymond.   Come on, let's go.
Mouse: You fool enough to go without a piece then you must wanna be dead.
Easy: Let him go, Raymond... He done learned his lesson. If you kill him then he won't have got it.
Mouse: He fool enough to call me out and he ain't even got no gun? I'll kill the motherfucker.
Easy: Let him live, Raymond, and he be scared whenever you walk in the room.
Mouse: Motherfucker better be scared. I kill a motherfucker. I kill him! ",Easy,Mouse,Friends,Devil in a Blue Dress,Male,Male,1,Black,Black,gender associated names may reveal the gender
